,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Athlete,Chorus
3026,Chemistry,Political Science,Chinese,French,Chorus1,Chorus2,0,1
3027,Social Science,Spanish,Optimization,English,Astro Engineering,Machine Learning,0,0
3028,Physics,Astro Engineering,Political Science,Chemistry,Biology,Spanish,0,0
3029,History,Astro Engineering,Machine Learning,Biology,French,Optimization,0,0
3030,French,Astro Engineering,Chinese,English,Physics,Political Science,0,0
3031,Chinese,Social Science,English,Astro Engineering,Spanish,Business,0,0
3032,Biology,Business,Optimization,Political Science,Chinese,Chemistry,1,0
3033,Spanish,Algebra,Chinese,Physics,Biology,Aero Engineering,0,0
3034,French,Astro Engineering,Chinese,Optimization,English,Algebra,1,0
3035,Optimization,Physics,English,Astro Engineering,Chorus1,Chorus2,0,1
3036,Political Science,Biology,Business,Machine Learning,Chorus1,Chorus2,0,1
3037,Optimization,History,Biology,Machine Learning,Chinese,Spanish,0,0
3038,Astro Engineering,Optimization,Spanish,Aero Engineering,Social Science,History,0,0
3039,Spanish,Business,Chemistry,Optimization,Social Science,Chinese,1,0
3040,Algebra,Chinese,Chemistry,Spanish,Optimization,Biology,0,0
3041,Machine Learning,Chemistry,Biology,Algebra,Business,English,0,0
3042,Chemistry,English,Astro Engineering,Algebra,Business,Chinese,0,0
3043,Spanish,French,Social Science,Astro Engineering,Algebra,History,1,0
3044,Optimization,Machine Learning,Aero Engineering,Social Science,Chorus1,Chorus2,0,1
3045,Social Science,French,Astro Engineering,Optimization,History,Aero Engineering,1,0
3046,Biology,Chemistry,Algebra,Aero Engineering,History,Machine Learning,0,0
3047,Biology,Political Science,Machine Learning,French,Chinese,Astro Engineering,0,0
3048,History,Social Science,Aero Engineering,English,Political Science,Machine Learning,0,0
3049,Political Science,Chemistry,Machine Learning,Spanish,Chorus1,Chorus2,0,1
3050,Machine Learning,Optimization,Chinese,Political Science,History,Physics,0,0
3051,English,Physics,Optimization,French,Machine Learning,Chinese,1,0
3052,French,English,Optimization,History,Astro Engineering,Physics,0,0
3053,English,Chemistry,Astro Engineering,History,Optimization,Machine Learning,0,0
3054,Chinese,Physics,Social Science,Business,Political Science,History,0,0
3055,History,Optimization,Social Science,Political Science,Aero Engineering,Machine Learning,0,0
3056,Algebra,Optimization,Business,French,History,Biology,0,0
3057,Machine Learning,History,Astro Engineering,Spanish,Political Science,Social Science,1,0
3058,Machine Learning,Physics,Business,Optimization,Chorus1,Chorus2,0,1
3059,Algebra,Spanish,Physics,English,Political Science,Biology,0,0
3060,Physics,Optimization,History,Astro Engineering,Aero Engineering,French,0,0
3061,Physics,French,Astro Engineering,Spanish,Biology,Machine Learning,1,0
3062,Machine Learning,Spanish,French,English,Optimization,Aero Engineering,0,0
3063,French,Machine Learning,Biology,Astro Engineering,Chorus1,Chorus2,0,1
3064,Aero Engineering,Machine Learning,English,French,Spanish,Biology,0,0
3065,English,Aero Engineering,French,Chemistry,History,Optimization,1,0
3066,History,Machine Learning,English,Social Science,Chinese,Optimization,0,0
3067,History,Aero Engineering,English,Business,Social Science,Chinese,1,0
3068,Chemistry,Political Science,English,Business,Physics,Machine Learning,0,0
3069,Biology,Machine Learning,Algebra,Chinese,Social Science,Spanish,1,0
3070,Aero Engineering,Biology,Astro Engineering,English,Chorus1,Chorus2,0,1
3071,Social Science,Chemistry,Spanish,French,History,Optimization,0,0
3072,Physics,Chinese,Biology,Political Science,Chorus1,Chorus2,0,1
3073,Optimization,French,Chinese,Astro Engineering,Algebra,Social Science,0,0
3074,Chemistry,Political Science,Spanish,History,Chinese,Aero Engineering,0,0
3075,Social Science,Aero Engineering,Chinese,Optimization,Algebra,Spanish,0,0
3076,English,Biology,Optimization,French,Aero Engineering,Algebra,0,0
3077,History,Chemistry,Business,Algebra,Aero Engineering,Optimization,0,0
3078,Algebra,Optimization,Business,Biology,Chorus1,Chorus2,0,1
3079,Machine Learning,Algebra,Astro Engineering,History,Optimization,Chemistry,0,0
3080,Social Science,English,Chemistry,Physics,Aero Engineering,French,0,0
3081,Chinese,Physics,Optimization,Social Science,Astro Engineering,French,1,0
3082,Business,Astro Engineering,Physics,Chemistry,English,Algebra,0,0
3083,Spanish,Machine Learning,Biology,Political Science,English,Business,1,0
3084,Optimization,Chinese,Astro Engineering,Spanish,Chorus1,Chorus2,0,1
3085,History,Chemistry,Social Science,English,Algebra,Political Science,0,0
3086,Machine Learning,Algebra,Biology,Spanish,Business,Chinese,0,0
3087,Optimization,Algebra,Physics,Political Science,Biology,Chinese,0,0
3088,Biology,Social Science,Algebra,Chemistry,English,Machine Learning,0,0
3089,Chinese,Physics,Business,Social Science,History,English,1,0
3090,Chemistry,Astro Engineering,Social Science,French,English,Aero Engineering,1,0
3091,Chemistry,Spanish,Optimization,Biology,Business,History,1,0
3092,Political Science,Machine Learning,Optimization,History,Physics,Chemistry,1,0
3093,Social Science,Optimization,History,Physics,Chorus1,Chorus2,0,1
3094,Machine Learning,Astro Engineering,Optimization,Political Science,Algebra,French,0,0
3095,Spanish,Machine Learning,Political Science,Social Science,Physics,French,0,0
3096,Machine Learning,Aero Engineering,French,History,English,Social Science,1,0
3097,English,Physics,History,Business,Chorus1,Chorus2,0,1
3098,Aero Engineering,Physics,Optimization,French,Astro Engineering,Chemistry,1,0
3099,French,Chinese,Business,Astro Engineering,Chemistry,Physics,1,0
3100,English,Aero Engineering,Astro Engineering,Chemistry,French,Optimization,0,0
3101,Spanish,Political Science,English,Physics,Business,History,1,0
3102,Physics,History,Machine Learning,Biology,Optimization,Aero Engineering,0,0
3103,Business,Chinese,Optimization,Social Science,Chemistry,Astro Engineering,1,0
3104,Physics,Biology,French,Astro Engineering,Business,English,0,0
3105,Machine Learning,Social Science,Spanish,Biology,Business,History,0,0
3106,Physics,Political Science,Astro Engineering,Aero Engineering,Social Science,Algebra,0,0
3107,Algebra,French,Business,Political Science,Chinese,History,0,0
3108,French,Business,Biology,Astro Engineering,Chemistry,Social Science,1,0
3109,Biology,Political Science,Spanish,Machine Learning,Business,Social Science,1,0
3110,Aero Engineering,Optimization,Machine Learning,Spanish,French,History,1,0
3111,Biology,Political Science,Optimization,Astro Engineering,Physics,Social Science,0,0
3112,Chemistry,Biology,Social Science,Chinese,Business,Aero Engineering,0,0
3113,Aero Engineering,Biology,Physics,Algebra,History,Machine Learning,1,0
3114,Chinese,Political Science,Social Science,Astro Engineering,Chorus1,Chorus2,0,1
3115,French,Machine Learning,English,Business,Biology,Spanish,0,0
3116,Aero Engineering,French,Machine Learning,Physics,Chorus1,Chorus2,0,1
3117,Chinese,History,Chemistry,Optimization,Political Science,Machine Learning,1,0
3118,Social Science,Optimization,Biology,French,Aero Engineering,Chinese,0,0
3119,Business,Social Science,History,Astro Engineering,Chemistry,Political Science,0,0
3120,Biology,Aero Engineering,Algebra,Physics,Machine Learning,Optimization,0,0
3121,Algebra,Astro Engineering,Political Science,Chemistry,Chorus1,Chorus2,0,1
3122,Political Science,Optimization,Social Science,French,Chorus1,Chorus2,0,1
3123,Physics,Aero Engineering,English,Chinese,History,Algebra,0,0
3124,Machine Learning,Algebra,French,Social Science,Chorus1,Chorus2,0,1
3125,Algebra,English,Aero Engineering,Political Science,Chorus1,Chorus2,0,1
3126,Business,Optimization,Astro Engineering,Political Science,Biology,Aero Engineering,1,0
3127,Astro Engineering,Chinese,Spanish,Biology,English,Machine Learning,1,0
3128,Physics,Aero Engineering,History,Chemistry,Chorus1,Chorus2,0,1
3129,Biology,Spanish,Physics,History,Chorus1,Chorus2,0,1
3130,History,Social Science,Chinese,French,Chemistry,English,0,0
3131,Algebra,Physics,Aero Engineering,Chemistry,French,Biology,1,0
3132,Astro Engineering,Business,Spanish,Chemistry,Machine Learning,Social Science,0,0
3133,Chemistry,Social Science,Optimization,Chinese,Chorus1,Chorus2,0,1
3134,Machine Learning,Chemistry,Chinese,Aero Engineering,Chorus1,Chorus2,0,1
3135,Social Science,Algebra,English,Business,Biology,Astro Engineering,1,0
3136,History,Biology,English,Physics,Chorus1,Chorus2,0,1
3137,Business,Political Science,History,Biology,English,Social Science,0,0
3138,Algebra,Optimization,Chemistry,French,Chorus1,Chorus2,0,1
3139,Business,Machine Learning,Algebra,Biology,Chinese,English,1,0
3140,English,Chemistry,Physics,Aero Engineering,History,Biology,0,0
3141,Algebra,Social Science,Political Science,Chemistry,Spanish,Optimization,0,0
3142,Biology,French,Chinese,English,Social Science,Physics,0,0
3143,Chemistry,Biology,Spanish,Chinese,French,Social Science,0,0
3144,French,Biology,English,Optimization,Aero Engineering,Machine Learning,0,0
3145,Machine Learning,Spanish,History,Political Science,French,Algebra,0,0
3146,English,Machine Learning,Aero Engineering,Optimization,Chorus1,Chorus2,0,1
3147,Optimization,Biology,Business,Algebra,Machine Learning,Chemistry,0,0
3148,Chemistry,Political Science,English,Aero Engineering,History,Algebra,0,0
3149,Physics,Biology,Optimization,Social Science,Business,Political Science,0,0
3150,Chemistry,Spanish,Aero Engineering,History,Social Science,Biology,0,0
3151,Machine Learning,Astro Engineering,Biology,History,Chorus1,Chorus2,0,1
3152,Spanish,Optimization,Biology,English,Machine Learning,Social Science,0,0
3153,Chemistry,Astro Engineering,English,Business,Chorus1,Chorus2,0,1
3154,French,Spanish,Algebra,Optimization,English,Social Science,0,0
3155,Chinese,Chemistry,Machine Learning,English,Business,Physics,0,0
3156,Spanish,French,Astro Engineering,English,Business,Biology,1,0
3157,Business,Chemistry,Machine Learning,Chinese,Social Science,Biology,0,0
3158,Machine Learning,Spanish,History,Optimization,Chemistry,English,0,0
3159,English,Physics,Spanish,Biology,Business,French,1,0
3160,Astro Engineering,Machine Learning,Algebra,Aero Engineering,Optimization,Business,0,0
3161,Social Science,Chemistry,Aero Engineering,Political Science,Spanish,Chinese,0,0
3162,Social Science,Political Science,French,Algebra,Physics,Astro Engineering,0,0
3163,Optimization,Astro Engineering,Aero Engineering,Social Science,Chorus1,Chorus2,0,1
3164,Political Science,Chinese,Social Science,Machine Learning,Algebra,English,1,0
3165,English,Physics,Social Science,Spanish,Optimization,Algebra,1,0
3166,Machine Learning,Algebra,History,Astro Engineering,Aero Engineering,Social Science,0,0
3167,Social Science,Biology,Algebra,Astro Engineering,Spanish,History,1,0
3168,Astro Engineering,Chemistry,French,Algebra,Chorus1,Chorus2,0,1
3169,Physics,Biology,English,Machine Learning,Optimization,Astro Engineering,1,0
3170,Chemistry,Algebra,Political Science,Biology,Aero Engineering,Chinese,0,0
3171,History,Machine Learning,Astro Engineering,Chemistry,Political Science,Chinese,0,0
3172,Astro Engineering,Optimization,Political Science,Algebra,English,Social Science,0,0
3173,French,Physics,Social Science,Business,Astro Engineering,Machine Learning,0,0
3174,History,Political Science,Machine Learning,Biology,Social Science,Astro Engineering,1,0
3175,Social Science,Astro Engineering,Physics,Political Science,French,Chinese,0,0
3176,Business,Optimization,Aero Engineering,Astro Engineering,English,Chinese,0,0
3177,History,English,Aero Engineering,Political Science,Optimization,Algebra,0,0
3178,Social Science,Physics,Chinese,English,Political Science,Aero Engineering,1,0
3179,Machine Learning,Biology,Algebra,Optimization,Chemistry,French,0,0
3180,Machine Learning,Social Science,Biology,Optimization,Political Science,Algebra,0,0
3181,Chemistry,Machine Learning,Astro Engineering,Social Science,Political Science,Biology,0,0
3182,Biology,Astro Engineering,Spanish,Chemistry,Aero Engineering,Political Science,1,0
3183,Optimization,Social Science,History,Algebra,Aero Engineering,Biology,0,0
3184,Chinese,Algebra,Spanish,Social Science,English,French,1,0
3185,Astro Engineering,Chinese,Chemistry,Spanish,Political Science,French,0,0
3186,History,Chemistry,Optimization,Social Science,Biology,Algebra,0,0
3187,Algebra,English,Chinese,Biology,Business,Aero Engineering,0,0
3188,Social Science,Aero Engineering,English,Political Science,Chemistry,Astro Engineering,0,0
3189,Optimization,Chinese,French,Physics,Social Science,Business,0,0
3190,Machine Learning,Chemistry,Biology,English,Chorus1,Chorus2,0,1
3191,Social Science,Machine Learning,Astro Engineering,Business,History,Chemistry,0,0
3192,Political Science,History,Algebra,Social Science,Biology,Physics,0,0
3193,Chinese,Aero Engineering,Business,French,Social Science,Physics,0,0
3194,English,Optimization,Business,Chemistry,Biology,Chinese,1,0
3195,Aero Engineering,Spanish,Optimization,Social Science,Physics,Machine Learning,1,0
3196,Biology,English,Machine Learning,Social Science,History,Optimization,1,0
3197,Algebra,English,History,Business,Political Science,Physics,0,0
3198,Physics,Political Science,Spanish,Business,Social Science,Biology,0,0
3199,Astro Engineering,Biology,Political Science,Chemistry,Physics,Social Science,1,0
3200,History,Spanish,Optimization,Algebra,Chorus1,Chorus2,0,1
3201,Algebra,English,Business,History,Machine Learning,Physics,0,0
3202,English,History,French,Biology,Optimization,Chemistry,0,0
3203,Aero Engineering,Spanish,Algebra,Machine Learning,Chorus1,Chorus2,0,1
3204,French,Astro Engineering,Aero Engineering,Machine Learning,Algebra,Chemistry,0,0
3205,Spanish,Political Science,History,Chinese,Social Science,French,1,0
3206,English,Political Science,Biology,Spanish,Machine Learning,French,0,0
3207,Algebra,Optimization,Social Science,Business,Chorus1,Chorus2,0,1
3208,Spanish,Aero Engineering,History,Business,English,French,0,0
3209,Optimization,Machine Learning,Algebra,Biology,Chorus1,Chorus2,0,1
3210,English,Chemistry,Social Science,Algebra,Chorus1,Chorus2,0,1
3211,Biology,Chemistry,English,Physics,Astro Engineering,Spanish,1,0
3212,Chemistry,Social Science,History,Aero Engineering,Chorus1,Chorus2,0,1
3213,Physics,Machine Learning,Chinese,Spanish,Business,Algebra,0,0
3214,Astro Engineering,Business,Biology,Physics,Chemistry,History,0,0
3215,Machine Learning,Chemistry,Biology,Chinese,Chorus1,Chorus2,0,1
3216,Political Science,Biology,Spanish,Chinese,History,Algebra,0,0
3217,Chemistry,Biology,History,Aero Engineering,Business,Algebra,0,0
3218,Machine Learning,Political Science,Aero Engineering,Chemistry,Physics,Social Science,1,0
3219,Optimization,French,Chemistry,English,Spanish,Aero Engineering,1,0
3220,Aero Engineering,Chemistry,Physics,English,Chorus1,Chorus2,0,1
3221,Social Science,Chemistry,Spanish,Biology,Chorus1,Chorus2,0,1
3222,French,Chinese,Astro Engineering,Chemistry,Biology,Physics,1,0
3223,Optimization,Astro Engineering,Chinese,Business,Algebra,English,1,0
3224,Spanish,Social Science,Astro Engineering,Algebra,Chinese,Aero Engineering,0,0
3225,Chemistry,Aero Engineering,Machine Learning,French,Physics,History,0,0
3226,Biology,Optimization,Chinese,Social Science,Chorus1,Chorus2,0,1
3227,Business,History,French,Chemistry,English,Political Science,1,0
3228,Spanish,Astro Engineering,Optimization,Social Science,Physics,Algebra,0,0
3229,Biology,Physics,French,Optimization,Business,Chinese,0,0
3230,English,Physics,Aero Engineering,History,Chinese,Political Science,0,0
3231,Aero Engineering,History,Chemistry,Machine Learning,Chinese,Astro Engineering,0,0
3232,Biology,Astro Engineering,Machine Learning,Chemistry,Physics,Social Science,0,0
3233,French,Optimization,Business,Chemistry,Political Science,Chinese,1,0
3234,Aero Engineering,Astro Engineering,Biology,History,Chorus1,Chorus2,0,1
3235,Political Science,French,Social Science,Chinese,Astro Engineering,Optimization,0,0
3236,Chinese,English,Political Science,Business,Biology,Optimization,0,0
3237,Optimization,Business,Biology,Machine Learning,History,Physics,0,0
3238,Optimization,Biology,Algebra,Physics,Chinese,Astro Engineering,1,0
3239,Aero Engineering,History,Algebra,Astro Engineering,Chorus1,Chorus2,0,1
3240,History,Social Science,Chinese,Machine Learning,Aero Engineering,Political Science,0,0
3241,Machine Learning,French,Political Science,Astro Engineering,Physics,Chinese,1,0
3242,Business,Algebra,Machine Learning,Optimization,Chorus1,Chorus2,0,1
3243,Physics,Political Science,French,Biology,English,Business,0,0
3244,Political Science,Physics,Optimization,Spanish,Biology,History,0,0
3245,Chemistry,Astro Engineering,Social Science,Physics,English,Machine Learning,0,0
3246,Chinese,Chemistry,French,Business,History,Aero Engineering,0,0
3247,Optimization,History,Business,Political Science,English,French,0,0
3248,Spanish,Business,Chinese,Aero Engineering,Chorus1,Chorus2,0,1
3249,Business,Biology,Optimization,Astro Engineering,Physics,Algebra,0,0
3250,Astro Engineering,Spanish,Chemistry,Aero Engineering,Chorus1,Chorus2,0,1
3251,Social Science,History,French,English,Political Science,Chinese,0,0
3252,Social Science,Physics,Optimization,Aero Engineering,Biology,English,1,0
3253,Machine Learning,English,Chemistry,Optimization,Algebra,Political Science,0,0
3254,Chemistry,Optimization,History,Business,Spanish,Machine Learning,0,0
3255,Spanish,Biology,Chinese,Social Science,French,Astro Engineering,0,0
3256,Astro Engineering,Chinese,Aero Engineering,Physics,Biology,Algebra,0,0
3257,Machine Learning,Algebra,Chinese,Social Science,Chorus1,Chorus2,0,1
3258,Aero Engineering,English,Machine Learning,History,Astro Engineering,Optimization,0,0
3259,Biology,Chemistry,Political Science,English,History,Astro Engineering,1,0
3260,Aero Engineering,Optimization,Social Science,Business,Chorus1,Chorus2,0,1
3261,Business,English,French,Aero Engineering,Biology,Chinese,1,0
3262,Algebra,English,Chemistry,French,Machine Learning,Business,1,0
3263,Algebra,Social Science,Physics,Biology,History,Machine Learning,1,0
3264,English,Political Science,Biology,Physics,Chorus1,Chorus2,0,1
3265,History,Algebra,Chinese,Physics,Social Science,Political Science,0,0
3266,Biology,French,English,Optimization,Social Science,Chemistry,1,0
3267,Spanish,Social Science,Biology,Political Science,History,Physics,0,0
3268,Social Science,Business,English,History,Algebra,French,0,0
3269,Chinese,Political Science,Biology,Algebra,French,Physics,1,0
3270,Machine Learning,Political Science,History,Chemistry,English,Astro Engineering,1,0
3271,Physics,Algebra,Chinese,Aero Engineering,French,History,0,0
3272,Optimization,French,Spanish,Astro Engineering,Algebra,Chemistry,0,0
3273,Aero Engineering,Social Science,History,Business,Physics,Algebra,0,0
3274,Chinese,History,French,Social Science,Chorus1,Chorus2,0,1
3275,Chemistry,Social Science,English,Business,Political Science,Aero Engineering,0,0
3276,Spanish,Business,French,Optimization,Machine Learning,Political Science,0,0
3277,Machine Learning,Physics,French,Biology,Chemistry,English,0,0
3278,Aero Engineering,Physics,English,Social Science,French,Astro Engineering,0,0
3279,Aero Engineering,Astro Engineering,French,Algebra,Political Science,Physics,1,0
3280,Aero Engineering,Algebra,Biology,French,Physics,History,1,0
3281,Aero Engineering,Chinese,Physics,Machine Learning,History,French,1,0
3282,Astro Engineering,Business,Optimization,Biology,Chemistry,Aero Engineering,0,0
3283,Chinese,Social Science,Machine Learning,Aero Engineering,Astro Engineering,Spanish,0,0
3284,Algebra,English,Machine Learning,Astro Engineering,Spanish,Aero Engineering,1,0
3285,Spanish,Machine Learning,Chemistry,Astro Engineering,History,English,1,0
3286,Spanish,Astro Engineering,Biology,Chemistry,Machine Learning,Business,0,0
3287,Machine Learning,Astro Engineering,Algebra,English,Physics,Political Science,0,0
3288,Political Science,Machine Learning,French,Astro Engineering,Chorus1,Chorus2,0,1
3289,Chemistry,Machine Learning,Aero Engineering,History,Social Science,French,0,0
3290,Chinese,Social Science,Algebra,English,Chorus1,Chorus2,0,1
3291,Physics,Chinese,Biology,Social Science,French,Spanish,0,0
3292,Social Science,History,Business,Spanish,Chorus1,Chorus2,0,1
3293,Algebra,Physics,Chemistry,French,English,Business,0,0
3294,Astro Engineering,English,Business,French,Chorus1,Chorus2,0,1
3295,Machine Learning,Biology,Chinese,Astro Engineering,Social Science,English,0,0
3296,Aero Engineering,Political Science,History,Astro Engineering,Chorus1,Chorus2,0,1
3297,Chinese,Chemistry,Astro Engineering,Business,Chorus1,Chorus2,0,1
3298,English,Physics,Chemistry,Machine Learning,Chinese,Optimization,1,0
3299,English,Chinese,Social Science,Astro Engineering,Aero Engineering,Biology,0,0
3300,Physics,Chinese,Machine Learning,French,Chorus1,Chorus2,0,1
3301,Political Science,Social Science,History,Physics,Algebra,Biology,0,0
3302,Social Science,Physics,Political Science,Machine Learning,Chinese,English,0,0
3303,Business,Biology,Optimization,English,Chemistry,Spanish,0,0
3304,Chinese,Spanish,Political Science,Aero Engineering,Machine Learning,Astro Engineering,0,0
3305,Business,Optimization,Biology,Physics,Machine Learning,English,1,0
3306,Chemistry,Machine Learning,Biology,Algebra,Astro Engineering,Spanish,0,0
3307,French,English,History,Biology,Astro Engineering,Optimization,0,0
3308,Machine Learning,History,Aero Engineering,Chemistry,French,English,0,0
3309,Physics,Spanish,Machine Learning,Social Science,Chorus1,Chorus2,0,1
3310,Biology,Astro Engineering,Physics,Optimization,Aero Engineering,Machine Learning,0,0
3311,History,Social Science,Business,English,Chorus1,Chorus2,0,1
3312,Business,Optimization,History,Political Science,French,Biology,0,0
3313,Business,French,Social Science,English,Algebra,History,0,0
3314,Optimization,History,Political Science,Machine Learning,English,Business,0,0
3315,Optimization,History,Aero Engineering,Astro Engineering,Algebra,Chemistry,0,0
3316,Political Science,Aero Engineering,History,Chemistry,Chorus1,Chorus2,0,1
3317,Chinese,Algebra,History,Political Science,Chorus1,Chorus2,0,1
3318,Chinese,Algebra,Biology,Optimization,Spanish,Chemistry,0,0
3319,Political Science,Optimization,French,Chinese,Astro Engineering,Machine Learning,0,0
3320,History,Biology,Social Science,Optimization,Spanish,Physics,0,0
3321,Chemistry,Aero Engineering,French,Optimization,Social Science,Spanish,0,0
3322,Machine Learning,Astro Engineering,Physics,Chemistry,Political Science,Algebra,1,0
3323,Political Science,Algebra,History,Chemistry,Spanish,Business,0,0
3324,Social Science,Physics,Political Science,Spanish,Algebra,Astro Engineering,0,0
3325,History,English,Social Science,Astro Engineering,French,Algebra,0,0
3326,Astro Engineering,Physics,Business,Chemistry,History,Machine Learning,0,0
3327,History,Optimization,Political Science,Machine Learning,Aero Engineering,Business,0,0
3328,History,Machine Learning,Chinese,English,Chorus1,Chorus2,0,1
3329,Algebra,Aero Engineering,Chinese,French,Chorus1,Chorus2,0,1
3330,Physics,Astro Engineering,Optimization,Algebra,Machine Learning,Business,0,0
3331,Spanish,French,Algebra,English,Social Science,History,1,0
3332,History,Machine Learning,Chemistry,Spanish,Business,English,0,0
3333,Algebra,French,Spanish,Political Science,History,Aero Engineering,0,0
3334,Optimization,Biology,Chemistry,Aero Engineering,Spanish,Social Science,0,0
3335,English,Aero Engineering,Chinese,Optimization,Machine Learning,Social Science,0,0
3336,Physics,Astro Engineering,Chinese,French,Biology,Spanish,0,0
3337,Chinese,Spanish,Chemistry,Physics,Machine Learning,Optimization,0,0
3338,Optimization,Machine Learning,English,Biology,Algebra,Business,0,0
3339,French,Biology,History,Aero Engineering,Machine Learning,Business,0,0
3340,Business,Optimization,Aero Engineering,Chemistry,Social Science,English,0,0
3341,Aero Engineering,Machine Learning,Social Science,Business,Algebra,Spanish,0,0
3342,Chemistry,Optimization,Social Science,Algebra,French,History,0,0
3343,Optimization,Spanish,Aero Engineering,Chemistry,Physics,Social Science,1,0
3344,Aero Engineering,Optimization,Machine Learning,History,Chorus1,Chorus2,0,1
3345,Optimization,Machine Learning,Physics,Algebra,English,Political Science,0,0
3346,Astro Engineering,Algebra,French,Chinese,Social Science,Business,0,0
3347,Business,Algebra,Biology,Chinese,History,Spanish,0,0
3348,History,Algebra,Social Science,Biology,Chemistry,Aero Engineering,0,0
3349,Biology,Physics,Business,Political Science,Aero Engineering,Chemistry,0,0
3350,Physics,Business,Social Science,Optimization,Machine Learning,Algebra,1,0
3351,Algebra,Business,Biology,Astro Engineering,Chorus1,Chorus2,0,1
3352,Spanish,English,Chinese,Political Science,Chemistry,Business,0,0
3353,Spanish,Physics,History,Algebra,Social Science,Chinese,1,0
3354,Algebra,Physics,Machine Learning,Business,English,Spanish,1,0
3355,Chinese,French,Social Science,Biology,Spanish,Physics,1,0
3356,Physics,English,Astro Engineering,Biology,Optimization,Aero Engineering,0,0
3357,Biology,Business,Political Science,Machine Learning,Chorus1,Chorus2,0,1
3358,History,Optimization,Business,Aero Engineering,Biology,Astro Engineering,0,0
3359,Aero Engineering,Chinese,Social Science,Political Science,Chorus1,Chorus2,0,1
3360,Astro Engineering,Aero Engineering,Physics,Political Science,English,Spanish,0,0
3361,Aero Engineering,Chemistry,History,Social Science,Astro Engineering,Physics,0,0
3362,Machine Learning,Spanish,Aero Engineering,Astro Engineering,Social Science,English,0,0
3363,Spanish,Physics,Aero Engineering,French,Astro Engineering,Social Science,0,0
3364,Chinese,English,Spanish,Chemistry,History,Social Science,0,0
3365,Spanish,Chinese,Astro Engineering,Biology,Social Science,Political Science,0,0
3366,Social Science,Political Science,Optimization,Chemistry,History,English,0,0
3367,Physics,Chemistry,Optimization,Chinese,Chorus1,Chorus2,0,1
3368,Biology,English,French,History,Optimization,Astro Engineering,0,0
3369,Algebra,Optimization,Business,History,Physics,Chemistry,0,0
3370,Business,Astro Engineering,Aero Engineering,Biology,Algebra,Spanish,1,0
3371,Political Science,Chinese,English,Machine Learning,Chorus1,Chorus2,0,1
3372,Physics,Algebra,Optimization,Political Science,English,Business,1,0
3373,Social Science,Aero Engineering,Chemistry,French,English,Spanish,1,0
3374,Algebra,Astro Engineering,Political Science,Aero Engineering,Social Science,Chinese,0,0
3375,Business,Astro Engineering,Algebra,French,Chorus1,Chorus2,0,1
3376,English,Machine Learning,Business,Optimization,French,Physics,1,0
3377,Social Science,Political Science,Aero Engineering,Biology,Chemistry,French,0,0
3378,Spanish,Chemistry,English,Physics,Algebra,History,1,0
3379,French,Physics,Chemistry,Optimization,History,Political Science,0,0
3380,Chemistry,Social Science,Algebra,Astro Engineering,English,Machine Learning,0,0
3381,Biology,Social Science,English,Spanish,Chemistry,Algebra,0,0
3382,Political Science,Spanish,Optimization,Astro Engineering,Chinese,Aero Engineering,0,0
3383,Spanish,Algebra,French,Chemistry,Optimization,Astro Engineering,1,0
3384,Algebra,French,Machine Learning,Business,Chorus1,Chorus2,0,1
3385,Chemistry,Chinese,French,Aero Engineering,Algebra,Political Science,0,0
3386,Algebra,Aero Engineering,Chinese,French,Chorus1,Chorus2,0,1
3387,Social Science,Chinese,Optimization,Business,Astro Engineering,French,1,0
3388,Physics,Optimization,Spanish,Political Science,Machine Learning,History,1,0
3389,Algebra,Aero Engineering,Optimization,Political Science,French,Spanish,0,0
3390,Machine Learning,Chemistry,Spanish,Political Science,Business,History,1,0
3391,Chinese,Algebra,Aero Engineering,Optimization,English,French,0,0
3392,Social Science,French,Optimization,Chemistry,Political Science,Machine Learning,1,0
3393,Social Science,History,Algebra,Chemistry,Astro Engineering,Aero Engineering,1,0
3394,Aero Engineering,Physics,Chinese,Social Science,Chorus1,Chorus2,0,1
3395,Aero Engineering,English,Astro Engineering,French,Chorus1,Chorus2,0,1
3396,History,Spanish,Political Science,Chemistry,Chorus1,Chorus2,0,1
3397,Machine Learning,Chinese,History,English,French,Political Science,0,0
3398,Machine Learning,Political Science,Social Science,Algebra,Chorus1,Chorus2,0,1
3399,Spanish,Aero Engineering,Machine Learning,Algebra,Social Science,French,0,0
3400,Chemistry,Spanish,French,History,Astro Engineering,English,1,0
3401,Biology,Aero Engineering,French,Social Science,Astro Engineering,Chinese,1,0
3402,Business,Aero Engineering,Optimization,Algebra,Social Science,Chemistry,0,0
3403,Chinese,Physics,Social Science,Astro Engineering,Business,History,0,0
3404,French,Spanish,Machine Learning,Astro Engineering,Biology,Chemistry,0,0
3405,Chinese,Business,Algebra,French,History,Spanish,0,0
3406,Business,Aero Engineering,Algebra,Astro Engineering,Biology,Political Science,1,0
3407,Social Science,Political Science,English,Biology,Business,Astro Engineering,0,0
3408,French,Astro Engineering,Aero Engineering,Machine Learning,Chemistry,Social Science,0,0
3409,Chinese,Aero Engineering,Social Science,Chemistry,Chorus1,Chorus2,0,1
3410,Biology,Physics,Chemistry,Spanish,Chinese,Optimization,0,0
3411,Spanish,Astro Engineering,Optimization,Machine Learning,Business,History,0,0
